age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,previous,emp.var.rate,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
60,0.157,1,0.11,0,1,0,1,1,481,1,1,1,0,94.199,-37.5,0.886,4963.6,1
55,0.074,1,0.11,0,1,1,1,0,233,1,2,1,0,92.431,-26.9,0.739,5017.5,0
37,0.074,1,0.087,0,1,0,1,1,204,2,0,1,1,92.893,-46.2,1.334,5099.1,0
52,0.157,1,0.138,0,1,0,0,1,403,1,1,1,1,93.749,-34.6,0.654,5008.7,1
46,0.074,1,0.11,0,1,0,1,0,180,1,0,1,1,93.075,-47.1,1.405,5099.1,0
42,0.074,1,0.087,0,1,0,1,1,16,2,0,1,1,92.893,-46.2,1.281,5099.1,0
35,0.157,0,0.138,0,1,0,1,0,447,3,0,0,1,93.918,-42.7,4.96,5228.1,0
49,0.108,1,0.138,0,1,1,1,1,81,1,0,1,1,92.431,-26.9,0.754,5017.5,0
29,0.074,1,0.11,0,0,1,0,0,361,3,0,0,1,94.465,-41.8,4.865,5228.1,0
32,0.074,1,0.087,0,0,0,1,0,1091,2,1,0,1,93.2,-42,4.191,5195.8,1
37,0.108,1,0.138,0,0,0,1,0,395,1,1,1,0,92.893,-46.2,1.313,5099.1,0
39,0.108,0,0.11,1,0,0,0,0,432,4,0,0,1,94.465,-41.8,4.865,5228.1,1
51,0.074,1,0.11,1,1,0,0,0,596,3,0,0,1,93.918,-42.7,4.962,5228.1,1
28,0.157,0,0.11,0,1,0,1,1,59,3,0,1,1,92.893,-46.2,1.291,5099.1,0
34,0.108,1,0.138,0,1,0,1,1,77,4,0,1,1,92.893,-46.2,1.281,5099.1,0
31,0.108,0,0.11,0,1,1,1,1,768,1,0,0,1,93.444,-36.1,4.966,5228.1,1
31,0.157,1,0.138,0,1,0,1,1,96,5,0,0,1,93.444,-36.1,4.962,5228.1,0
31,0.157,0,0.138,0,1,0,0,1,357,2,0,0,1,94.465,-41.8,4.864,5228.1,0
38,0.108,0,0.138,0,0,0,0,1,459,2,0,0,1,93.994,-36.4,4.855,5191,0
33,0.157,1,0.087,0,0,0,0,0,11,6,0,0,1,94.465,-41.8,4.959,5228.1,0
32,0.108,0,0.138,0,0,0,1,1,264,12,0,0,1,93.444,-36.1,4.966,5228.1,0
54,0.108,1,0.11,1,1,0,1,0,698,1,0,1,1,93.075,-47.1,1.405,5099.1,0
41,0.157,1,0.11,0,1,0,0,1,204,2,0,0,1,94.465,-41.8,4.961,5228.1,0
59,0.074,1,0.087,1,0,0,1,1,93,7,0,0,1,93.444,-36.1,4.963,5228.1,0
57,0.157,1,0.138,0,1,0,1,1,374,1,1,1,1,93.075,-47.1,1.365,5099.1,0
38,0.074,1,0.138,0,1,0,1,1,252,1,0,0,1,93.2,-42,4.076,5195.8,0
46,0.157,1,0.138,0,1,0,0,1,158,1,0,0,1,93.994,-36.4,4.857,5191,0
37,0.157,0,0.138,0,1,1,1,1,95,1,0,0,1,93.2,-42,4.153,5195.8,0
47,0.074,0,0.087,0,0,1,0,1,835,3,0,0,1,94.465,-41.8,4.961,5228.1,1
45,0.157,0,0.138,0,0,0,1,1,505,1,0,0,1,93.444,-36.1,4.964,5228.1,1
36,0.074,1,0.087,0,1,0,0,1,16,1,0,0,1,93.918,-42.7,4.962,5228.1,0
40,0.157,0,0.11,0,1,0,1,0,300,5,0,0,1,93.918,-42.7,4.96,5228.1,0
38,0.074,1,0.087,0,0,0,1,1,180,2,1,0,0,93.2,-42,4.153,5195.8,0
44,0.074,1,0.11,1,0,0,0,1,390,2,0,0,1,94.465,-41.8,4.961,5228.1,0
25,0.108,1,0.138,0,1,0,0,0,274,2,0,0,1,93.994,-36.4,4.857,5191,0
30,0.074,0,0.087,0,1,0,0,1,135,5,0,0,1,93.918,-42.7,4.961,5228.1,0
43,0.108,1,0.11,0,0,0,1,1,257,2,0,0,1,93.2,-42,4.153,5195.8,0
58,0.157,1,0.087,1,0,0,0,0,268,3,0,0,1,93.994,-36.4,4.857,5191,0
31,0.108,1,0.11,0,1,0,0,1,157,6,0,0,1,93.994,-36.4,4.856,5191,0
53,0.108,1,0.138,0,0,0,1,1,477,2,0,0,1,93.918,-42.7,4.961,5228.1,0
52,0.157,1,0.138,0,0,0,1,1,91,1,0,0,1,93.444,-36.1,4.968,5228.1,0
37,0.108,1,0.138,1,0,1,1,0,76,1,1,1,0,93.075,-47.1,1.405,5099.1,0
58,0.157,1,0.11,1,1,0,1,1,103,1,0,0,1,93.918,-42.7,4.961,5228.1,0
37,0.074,1,0.11,0,1,1,1,1,436,3,0,1,1,92.893,-46.2,1.266,5099.1,0
38,0.157,0,0.138,0,1,0,1,0,191,1,0,1,1,92.893,-46.2,1.313,5099.1,0
33,0.074,0,0.087,0,1,0,1,1,483,2,0,1,1,93.075,-47.1,1.41,5099.1,0
45,0.074,1,0.11,1,1,0,1,0,250,1,0,1,1,92.893,-46.2,1.25,5099.1,0
44,0.074,1,0.11,0,0,0,0,0,259,1,0,0,1,93.994,-36.4,4.858,5191,0
38,0.074,1,0.087,0,1,0,0,1,389,2,0,0,1,93.918,-42.7,4.966,5228.1,0
34,0.074,1,0.087,0,0,0,0,1,7,1,0,1,1,94.055,-39.8,0.702,4991.6,0
47,0.108,1,0.138,0,1,0,1,1,123,1,0,1,1,92.469,-33.6,1.029,5076.2,0
59,0.157,1,0.138,0,1,1,1,1,92,1,0,1,1,92.469,-33.6,1.085,5076.2,0
51,0.074,1,0.087,1,1,1,1,1,297,2,0,0,1,93.444,-36.1,4.964,5228.1,0
31,0.074,1,0.087,0,1,0,0,1,406,2,0,0,1,94.465,-41.8,4.864,5228.1,0
56,0.108,1,0.138,0,1,1,1,1,104,1,1,0,0,93.2,-42,4.12,5195.8,0
39,0.157,1,0.138,0,0,0,0,0,135,2,0,0,1,94.465,-41.8,4.961,5228.1,0
41,0.074,1,0.138,0,1,0,1,1,854,1,0,0,1,93.2,-42,4.153,5195.8,1
41,0.108,1,0.087,0,1,0,1,1,147,1,0,0,1,93.2,-42,4.076,5195.8,0
53,0.074,1,0.11,1,0,0,0,1,203,4,0,0,1,93.994,-36.4,4.86,5191,0
35,0.074,1,0.11,0,0,1,1,0,149,4,0,0,1,93.918,-42.7,4.962,5228.1,0
58,0.157,1,0.087,0,0,1,1,1,144,1,0,1,1,92.893,-46.2,1.334,5099.1,0
25,0.108,1,0.11,0,1,0,0,1,394,2,0,0,1,94.465,-41.8,4.959,5228.1,0
35,0.074,1,0.087,0,1,0,1,1,523,1,1,1,0,92.893,-46.2,1.344,5099.1,0
28,0.074,0,0.11,0,0,0,1,1,73,1,0,0,1,93.918,-42.7,4.963,5228.1,0
55,0.074,1,0.11,0,1,1,1,0,197,3,1,1,0,92.893,-46.2,1.25,5099.1,0
54,0.074,1,0.087,1,0,1,0,1,108,1,0,0,1,93.994,-36.4,4.855,5191,0
45,0.108,1,0.087,1,0,0,1,1,80,2,0,0,1,93.918,-42.7,4.962,5228.1,0
32,0.074,1,0.087,0,1,0,1,1,114,1,1,1,0,93.075,-47.1,1.41,5099.1,0
50,0.157,1,0.087,1,1,0,1,1,122,3,0,0,1,93.444,-36.1,4.963,5228.1,0
75,0.157,1,0.087,0,0,0,1,1,109,1,1,1,0,93.075,-47.1,1.405,5099.1,1
33,0.108,1,0.138,0,0,0,0,1,1161,4,0,0,1,93.994,-36.4,4.858,5191,0
29,0.108,1,0.138,0,0,1,1,1,181,2,0,0,1,93.444,-36.1,4.967,5228.1,0
45,0.108,1,0.138,0,1,0,1,1,239,1,0,1,1,92.893,-46.2,1.327,5099.1,0
38,0.157,1,0.138,0,0,0,1,0,360,1,0,1,1,93.075,-47.1,1.392,5099.1,1
24,0.074,0,0.11,0,1,0,0,0,314,1,0,0,1,93.994,-36.4,4.858,5191,0
41,0.108,1,0.11,0,1,0,1,0,984,1,0,0,1,93.444,-36.1,4.963,5228.1,0
58,0.157,1,0.11,0,1,0,1,1,663,1,0,1,1,92.963,-40.8,1.262,5076.2,1
34,0.157,1,0.138,0,0,1,0,1,157,2,0,0,1,93.994,-36.4,4.857,5191,0
34,0.157,1,0.138,0,0,0,1,0,141,2,0,1,1,94.767,-50.8,1.05,4963.6,0
37,0.108,1,0.11,0,0,0,0,1,374,1,0,0,1,93.994,-36.4,4.856,5191,0
53,0.074,1,0.087,0,0,0,0,1,706,1,0,0,1,94.465,-41.8,4.959,5228.1,1
54,0.108,1,0.11,0,1,1,1,1,797,14,0,0,1,93.918,-42.7,4.961,5228.1,0
32,0.108,1,0.11,0,1,0,1,1,250,1,0,0,1,93.2,-42,4.153,5195.8,0
42,0.157,1,0.11,0,1,0,1,0,311,6,0,0,1,93.918,-42.7,4.962,5228.1,0
28,0.108,0,0.11,0,1,0,1,1,63,2,1,1,1,92.201,-31.4,0.851,5076.2,1
33,0.074,0,0.11,0,1,0,0,0,111,1,0,0,1,93.994,-36.4,4.864,5191,0
41,0.074,1,0.087,0,1,0,1,0,148,2,0,1,1,93.075,-47.1,1.405,5099.1,0
31,0.074,1,0.11,0,0,1,1,1,49,1,0,0,1,93.2,-42,4.076,5195.8,0
40,0.108,1,0.087,1,0,1,0,1,171,4,0,0,1,93.994,-36.4,4.86,5191,0
53,0.108,1,0.087,0,0,1,1,1,242,1,1,1,0,92.649,-30.1,0.716,5017.5,0
40,0.157,1,0.138,0,1,0,1,0,257,1,0,0,1,93.444,-36.1,4.965,5228.1,0
82,0.108,1,0.087,0,0,0,0,1,279,3,2,1,1,94.199,-37.5,0.877,4963.6,1
28,0.074,1,0.087,0,1,0,1,0,113,1,0,0,1,93.918,-42.7,4.96,5228.1,0
30,0.157,1,0.11,1,1,0,1,1,246,3,0,0,1,93.2,-42,4.12,5195.8,0
31,0.157,0,0.138,0,1,0,1,1,309,1,3,1,1,94.215,-40.3,0.835,4991.6,1
32,0.108,0,0.138,0,1,0,1,1,168,1,0,0,1,93.444,-36.1,4.965,5228.1,0
54,0.074,1,0.087,0,1,0,1,1,153,1,0,0,1,93.444,-36.1,4.963,5228.1,0
31,0.074,1,0.087,0,0,0,1,1,152,1,0,0,1,93.918,-42.7,4.963,5228.1,0
50,0.074,1,0.138,0,1,0,1,1,90,2,0,0,1,93.444,-36.1,4.968,5228.1,0
47,0.108,0,0.138,0,0,0,1,1,117,2,0,0,1,93.918,-42.7,4.961,5228.1,0
31,0.157,0,0.11,0,1,1,1,1,149,1,0,1,1,92.893,-46.2,1.281,5099.1,0
32,0.157,1,0.11,0,1,0,1,1,640,1,0,0,1,93.2,-42,4.076,5195.8,0
46,0.157,0,0.11,0,1,0,1,0,199,2,2,1,0,94.767,-50.8,1.048,4963.6,0
47,0.157,0,0.11,0,0,0,1,0,1114,2,0,1,1,92.893,-46.2,1.299,5099.1,0
32,0.157,0,0.11,0,0,0,1,0,74,2,2,1,0,94.767,-50.8,1.048,4963.6,0
52,0.074,1,0.11,1,0,0,1,0,190,1,0,0,1,93.2,-42,4.191,5195.8,0
45,0.157,1,0.11,0,1,0,1,0,738,3,1,1,1,94.601,-49.5,1.029,4963.6,1
32,0.157,1,0.138,0,1,0,1,0,374,2,0,1,1,92.893,-46.2,1.313,5099.1,0
71,0.074,1,0.087,1,0,0,1,1,224,1,0,1,1,94.027,-38.3,0.904,4991.6,0
49,0.074,1,0.11,0,1,0,0,0,344,2,0,0,1,93.994,-36.4,4.855,5191,0
46,0.157,1,0.11,0,1,1,0,1,148,10,0,0,1,94.465,-41.8,4.864,5228.1,0
46,0.074,1,0.11,0,0,0,1,0,383,1,0,1,1,94.767,-50.8,1.028,4963.6,0
38,0.157,1,0.138,0,1,0,1,1,35,6,0,0,1,93.444,-36.1,4.965,5228.1,0
57,0.074,1,0.11,1,0,0,1,0,153,2,0,0,1,93.444,-36.1,4.965,5228.1,0
41,0.074,0,0.11,1,0,1,1,0,772,2,1,1,0,92.893,-46.2,1.299,5099.1,0
44,0.108,1,0.11,0,0,0,0,0,124,3,0,0,1,93.994,-36.4,4.864,5191,0
47,0.108,1,0.138,0,1,0,1,1,345,7,0,0,1,93.444,-36.1,4.964,5228.1,0
40,0.074,1,0.087,0,1,1,0,1,951,2,0,0,1,93.994,-36.4,4.858,5191,0
57,0.157,0,0.11,0,1,0,0,0,188,1,0,0,1,93.994,-36.4,4.857,5191,0
27,0.157,0,0.138,0,0,0,1,1,128,1,1,1,1,93.369,-34.8,0.637,5008.7,1
52,0.074,1,0.087,0,0,0,1,0,809,1,0,0,1,93.444,-36.1,4.966,5228.1,1
34,0.108,1,0.138,0,1,1,0,1,192,1,0,1,1,92.963,-40.8,1.26,5076.2,0
42,0.074,1,0.138,0,1,0,0,1,154,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.108,1,0.138,0,1,0,0,0,17,3,0,0,1,94.465,-41.8,4.959,5228.1,0
45,0.108,1,0.087,1,1,0,0,0,100,1,0,0,1,93.994,-36.4,4.855,5191,0
56,0.157,1,0.11,0,0,0,1,0,317,1,0,1,1,92.893,-46.2,1.244,5099.1,0
41,0.108,1,0.138,0,1,0,1,1,93,1,0,1,1,92.893,-46.2,1.327,5099.1,0
44,0.157,1,0.11,0,1,0,1,0,111,1,0,0,1,93.444,-36.1,4.964,5228.1,0
50,0.074,1,0.087,0,1,0,1,0,293,3,1,1,1,92.893,-46.2,1.354,5099.1,1
54,0.108,1,0.11,0,0,0,1,1,119,3,0,0,1,93.444,-36.1,4.963,5228.1,0
51,0.074,1,0.087,0,0,0,1,0,393,1,0,0,1,93.444,-36.1,4.964,5228.1,0
30,0.074,0,0.087,0,0,0,1,1,30,1,0,0,1,93.2,-42,4.12,5195.8,0
42,0.108,1,0.087,1,1,0,0,0,38,8,0,0,1,94.465,-41.8,4.959,5228.1,0
41,0.108,1,0.11,1,1,0,0,0,442,11,0,0,1,94.465,-41.8,4.865,5228.1,0
47,0.074,0,0.087,0,0,0,1,1,187,2,0,0,1,93.2,-42,4.153,5195.8,0
35,0.074,1,0.087,0,1,0,1,0,113,1,1,1,0,93.075,-47.1,1.405,5099.1,0
58,0.074,1,0.087,0,0,0,1,1,64,1,1,0,0,93.2,-42,4.153,5195.8,0
50,0.074,1,0.11,0,1,1,1,0,629,2,0,0,1,93.918,-42.7,4.96,5228.1,1
41,0.108,1,0.11,0,0,0,0,1,92,1,0,0,1,93.994,-36.4,4.856,5191,0
38,0.108,1,0.138,0,1,0,1,1,147,1,0,1,1,92.893,-46.2,1.334,5099.1,0
32,0.157,0,0.138,0,0,0,1,1,151,2,0,0,1,93.2,-42,4.076,5195.8,0
21,0.157,0,0.11,0,0,0,1,1,259,1,1,1,0,92.201,-31.4,0.884,5076.2,0
46,0.157,1,0.087,1,0,0,0,1,423,1,0,0,1,93.994,-36.4,4.856,5191,0
42,0.108,1,0.138,0,1,0,1,0,888,3,0,0,1,93.2,-42,4.021,5195.8,0
55,0.074,1,0.087,0,0,0,1,1,76,13,0,0,1,93.444,-36.1,4.964,5228.1,0
29,0.157,0,0.11,0,1,0,0,0,207,1,1,1,1,94.767,-50.8,1.05,4963.6,0
30,0.074,0,0.087,1,1,0,0,1,100,1,0,0,1,94.465,-41.8,4.959,5228.1,0
53,0.108,1,0.087,0,1,0,1,1,63,1,0,0,1,93.2,-42,4.12,5195.8,0
35,0.108,1,0.138,0,1,0,1,1,265,2,0,0,1,93.2,-42,4.12,5195.8,0
46,0.074,1,0.11,0,1,0,0,1,273,4,0,0,1,93.994,-36.4,4.856,5191,0
30,0.074,1,0.138,0,0,0,0,1,85,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.074,1,0.138,1,1,0,1,1,261,1,0,0,1,93.918,-42.7,4.961,5228.1,0
42,0.074,1,0.11,1,1,0,1,0,136,4,0,0,1,93.918,-42.7,4.96,5228.1,0
32,0.108,1,0.11,0,0,0,1,1,711,1,0,0,1,93.918,-42.7,4.962,5228.1,0
41,0.074,1,0.087,0,1,0,1,0,88,1,1,1,0,92.893,-46.2,1.313,5099.1,0
28,0.157,1,0.138,0,0,0,1,1,72,3,1,1,0,92.893,-46.2,1.291,5099.1,0
24,0.074,0,0.138,0,0,0,1,1,113,6,0,0,1,93.918,-42.7,4.963,5228.1,0
43,0.108,1,0.138,1,1,1,1,0,307,1,0,1,1,93.075,-47.1,1.405,5099.1,0
30,0.157,0,0.138,0,1,0,1,0,39,1,0,0,1,93.444,-36.1,4.97,5228.1,0
55,0.074,1,0.087,1,0,0,1,1,63,2,0,0,1,93.2,-42,4.153,5195.8,0
51,0.157,1,0.087,1,0,0,1,0,64,1,0,0,1,93.918,-42.7,4.959,5228.1,0
22,0.157,0,0.11,0,0,1,1,0,154,2,0,0,1,93.918,-42.7,4.957,5228.1,0
32,0.074,0,0.138,0,0,1,1,1,126,1,0,0,1,93.2,-42,4.076,5195.8,0
43,0.157,1,0.11,1,0,0,1,1,127,3,0,0,1,93.918,-42.7,4.968,5228.1,0
39,0.108,1,0.087,1,0,0,0,0,156,5,0,0,1,94.465,-41.8,4.865,5228.1,0
52,0.074,1,0.138,0,0,0,1,1,111,8,0,0,1,93.918,-42.7,4.961,5228.1,0
38,0.108,0,0.11,0,1,0,1,0,202,3,1,1,0,92.893,-46.2,1.244,5099.1,0
59,0.157,1,0.087,0,0,0,0,1,353,4,0,1,1,93.075,-47.1,1.453,5099.1,0
31,0.074,1,0.087,0,1,0,0,1,159,2,0,0,1,93.994,-36.4,4.857,5191,0
76,0.157,0,0.087,0,0,0,1,0,347,4,1,1,1,92.649,-30.1,0.715,5017.5,1
44,0.108,0,0.087,1,1,0,0,0,76,3,0,0,1,94.465,-41.8,4.96,5228.1,0
30,0.074,1,0.138,0,0,0,0,0,85,2,0,0,1,93.994,-36.4,4.864,5191,0
32,0.074,1,0.11,1,0,0,0,0,174,1,0,0,1,94.465,-41.8,4.959,5228.1,0
41,0.157,1,0.138,0,0,0,0,0,280,3,0,0,1,94.465,-41.8,4.967,5228.1,0
33,0.157,0,0.138,0,1,0,1,1,686,4,0,0,1,93.444,-36.1,4.963,5228.1,1
59,0.157,1,0.087,0,1,0,1,0,94,1,0,0,1,93.444,-36.1,4.963,5228.1,0
28,0.074,1,0.087,0,1,0,1,0,225,3,0,0,1,93.918,-42.7,4.96,5228.1,0
33,0.074,0,0.087,0,1,0,1,0,474,2,0,1,1,92.893,-46.2,1.313,5099.1,0
53,0.074,1,0.11,1,1,0,1,1,76,1,0,0,1,93.444,-36.1,4.964,5228.1,0
41,0.074,1,0.11,0,0,0,1,1,377,6,0,1,1,92.843,-50,1.778,5099.1,1
55,0.108,1,0.087,0,0,1,1,1,185,1,0,0,1,93.918,-42.7,4.962,5228.1,0
45,0.074,1,0.087,1,0,0,0,1,121,1,0,0,1,93.994,-36.4,4.856,5191,0
35,0.108,1,0.11,0,0,0,1,1,126,4,0,0,1,93.918,-42.7,4.968,5228.1,0
31,0.074,1,0.11,1,0,0,1,0,160,3,0,0,1,93.918,-42.7,4.96,5228.1,0
53,0.108,1,0.138,0,0,0,1,0,313,4,0,0,1,93.444,-36.1,4.965,5228.1,0
35,0.108,0,0.11,0,1,0,1,1,141,1,0,1,1,92.893,-46.2,1.327,5099.1,0
45,0.074,1,0.087,1,1,0,1,1,219,1,0,1,1,92.893,-46.2,1.327,5099.1,0
34,0.108,0,0.138,0,0,0,0,1,267,2,0,0,1,94.465,-41.8,4.961,5228.1,0
42,0.157,1,0.087,0,0,0,0,0,406,3,1,1,0,93.075,-47.1,1.405,5099.1,0
36,0.108,1,0.087,0,1,1,1,1,151,3,0,0,1,93.2,-42,4.076,5195.8,0
44,0.157,1,0.11,0,0,0,0,1,228,3,0,0,1,93.994,-36.4,4.856,5191,0
50,0.157,1,0.138,0,1,0,1,1,73,2,0,0,1,93.444,-36.1,4.965,5228.1,0
36,0.157,1,0.138,0,1,0,1,0,355,1,0,1,1,92.379,-29.8,0.773,5017.5,0
27,0.108,1,0.11,0,0,0,1,1,102,9,0,0,1,93.918,-42.7,4.963,5228.1,0
40,0.108,1,0.138,0,0,0,0,0,97,3,0,0,1,93.994,-36.4,4.859,5191,0
25,0.108,0,0.138,0,1,1,0,0,35,6,0,0,1,94.465,-41.8,4.96,5228.1,0
29,0.108,1,0.138,0,1,1,1,1,116,2,0,0,1,93.444,-36.1,4.966,5228.1,0
44,0.157,1,0.11,0,0,0,0,1,83,3,0,0,1,93.994,-36.4,4.856,5191,0
57,0.074,1,0.138,1,1,0,0,1,473,2,0,0,1,93.994,-36.4,4.856,5191,0
30,0.157,0,0.11,0,1,0,1,1,605,1,0,0,1,93.918,-42.7,4.963,5228.1,0
37,0.108,1,0.138,0,1,1,1,1,585,2,0,0,1,93.444,-36.1,4.967,5228.1,0
57,0.108,1,0.087,0,0,0,1,1,94,1,0,0,1,93.918,-42.7,4.961,5228.1,0
32,0.108,1,0.11,0,1,0,1,1,255,1,0,0,1,93.918,-42.7,4.963,5228.1,1
54,0.157,1,0.11,0,0,0,1,1,1868,2,1,1,1,94.767,-50.8,1.035,4963.6,1
58,0.074,1,0.087,0,1,0,1,0,846,1,0,0,1,93.444,-36.1,4.97,5228.1,1
29,0.157,0,0.138,1,1,0,1,1,158,5,0,0,1,93.444,-36.1,4.963,5228.1,0
60,0.074,1,0.11,1,0,0,1,1,73,1,0,0,1,93.444,-36.1,4.966,5228.1,0
27,0.157,0,0.138,0,0,0,0,1,404,2,0,0,1,94.465,-41.8,4.864,5228.1,0
30,0.157,1,0.11,0,1,0,1,1,383,3,0,0,1,93.918,-42.7,4.961,5228.1,0
