age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,previous,emp.var.rate,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
42,0.108,1,0.138,0,0,0,0,0,426,1,0,0,1,93.994,-36.4,4.857,5191,0
53,0.157,1,0.138,1,0,0,0,0,287,1,0,0,1,93.994,-36.4,4.857,5191,0
37,0.108,0,0.11,0,0,0,0,0,197,1,0,0,1,93.994,-36.4,4.857,5191,0
44,0.074,1,0.087,0,0,0,0,0,257,1,0,0,1,93.994,-36.4,4.857,5191,0
54,0.074,1,0.138,0,1,0,0,0,229,1,0,0,1,93.994,-36.4,4.857,5191,0
49,0.074,1,0.087,0,0,0,0,0,55,3,0,0,1,93.994,-36.4,4.857,5191,0
54,0.074,1,0.138,0,0,0,0,0,400,1,0,0,1,93.994,-36.4,4.857,5191,0
52,0.157,1,0.138,0,0,0,0,0,197,1,0,0,1,93.994,-36.4,4.857,5191,0
52,0.157,1,0.138,0,0,0,0,0,190,1,0,0,1,93.994,-36.4,4.857,5191,0
43,0.074,0,0.11,1,0,0,0,0,21,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.108,1,0.087,0,1,0,0,0,300,2,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,1,0.11,0,1,0,0,0,123,2,0,0,1,93.994,-36.4,4.857,5191,0
42,0.074,1,0.138,1,1,0,0,0,293,1,0,0,1,93.994,-36.4,4.857,5191,0
43,0.108,1,0.138,1,1,1,0,0,325,1,0,0,1,93.994,-36.4,4.857,5191,0
60,0.157,1,0.138,1,0,0,0,0,514,1,0,0,1,93.994,-36.4,4.857,5191,0
58,0.157,1,0.087,1,0,0,0,0,849,2,0,0,1,93.994,-36.4,4.857,5191,0
35,0.074,1,0.11,0,1,0,0,0,194,1,0,0,1,93.994,-36.4,4.857,5191,0
55,0.074,1,0.087,1,1,0,0,0,212,2,0,0,1,93.994,-36.4,4.857,5191,0
37,0.108,1,0.138,0,0,0,0,0,337,2,0,0,1,93.994,-36.4,4.857,5191,0
36,0.074,1,0.11,0,0,0,0,0,286,1,0,0,1,93.994,-36.4,4.857,5191,0
52,0.157,1,0.138,0,0,0,0,0,247,2,0,0,1,93.994,-36.4,4.857,5191,0
57,0.074,1,0.138,1,1,0,0,0,518,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.157,1,0.138,0,1,0,0,0,364,1,0,0,1,93.994,-36.4,4.857,5191,0
48,0.074,1,0.087,1,1,0,0,0,178,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.074,1,0.11,1,1,0,0,0,98,1,0,0,1,93.994,-36.4,4.857,5191,0
49,0.074,1,0.11,0,0,0,0,0,439,1,0,0,1,93.994,-36.4,4.857,5191,0
41,0.074,1,0.11,0,0,0,0,0,139,1,0,0,1,93.994,-36.4,4.857,5191,0
45,0.108,1,0.11,0,1,0,0,0,79,1,0,0,1,93.994,-36.4,4.857,5191,0
32,0.157,1,0.138,0,1,1,0,0,175,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.157,1,0.138,0,0,1,0,0,262,2,0,0,1,93.994,-36.4,4.857,5191,0
50,0.157,1,0.087,0,0,0,0,0,61,1,0,0,1,93.994,-36.4,4.857,5191,0
31,0.108,1,0.11,0,1,1,0,0,78,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.157,1,0.087,0,1,0,0,0,102,2,0,0,1,93.994,-36.4,4.857,5191,0
41,0.108,1,0.11,1,1,0,0,0,579,1,0,0,1,93.994,-36.4,4.857,5191,1
37,0.074,1,0.087,0,1,1,0,0,143,1,0,0,1,93.994,-36.4,4.857,5191,0
41,0.108,1,0.11,1,0,0,0,0,677,1,0,0,1,93.994,-36.4,4.857,5191,0
35,0.074,1,0.138,0,1,0,0,0,267,1,0,0,1,93.994,-36.4,4.857,5191,0
37,0.074,1,0.087,0,1,0,0,0,345,1,0,0,1,93.994,-36.4,4.857,5191,0
52,0.108,1,0.138,0,0,0,0,0,185,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.108,1,0.138,0,0,0,0,0,207,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.108,1,0.087,1,0,0,0,0,69,2,0,0,1,93.994,-36.4,4.857,5191,0
56,0.074,1,0.087,1,0,0,0,0,100,2,0,0,1,93.994,-36.4,4.857,5191,0
34,0.074,1,0.11,0,1,0,0,0,125,2,0,0,1,93.994,-36.4,4.857,5191,0
45,0.074,1,0.087,1,1,0,0,0,461,1,0,0,1,93.994,-36.4,4.857,5191,1
43,0.157,0,0.138,0,1,0,0,0,240,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.108,1,0.138,0,1,0,0,0,70,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.108,1,0.138,0,1,0,0,0,193,1,0,0,1,93.994,-36.4,4.857,5191,0
53,0.074,1,0.087,0,1,0,0,0,136,1,0,0,1,93.994,-36.4,4.857,5191,0
38,0.108,1,0.11,1,1,0,0,0,73,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.074,1,0.087,1,1,0,0,0,528,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.074,1,0.087,1,0,0,0,0,541,1,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,0,0.11,0,1,0,0,0,338,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.157,1,0.138,1,1,0,0,0,163,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.074,1,0.087,0,1,0,0,0,87,1,0,0,1,93.994,-36.4,4.857,5191,0
60,0.074,1,0.087,1,0,0,0,0,301,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.074,1,0.138,1,1,0,0,0,46,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.074,1,0.11,1,1,0,0,0,52,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.074,1,0.138,1,0,0,0,0,204,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.074,1,0.138,0,1,1,0,0,155,1,0,0,1,93.994,-36.4,4.857,5191,0
36,0.074,1,0.087,0,1,1,0,0,98,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.074,1,0.138,1,1,0,0,0,71,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.074,1,0.138,1,0,0,0,0,243,1,0,0,1,93.994,-36.4,4.857,5191,0
43,0.108,0,0.11,0,1,0,0,0,186,2,0,0,1,93.994,-36.4,4.857,5191,0
59,0.074,1,0.11,0,0,0,0,0,579,2,0,0,1,93.994,-36.4,4.857,5191,0
24,0.108,0,0.138,0,1,0,0,0,165,2,0,0,1,93.994,-36.4,4.857,5191,0
37,0.074,0,0.087,1,1,1,0,0,163,2,0,0,1,93.994,-36.4,4.857,5191,0
40,0.074,1,0.087,1,0,0,0,0,46,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.074,1,0.087,1,0,0,0,0,559,3,0,0,1,93.994,-36.4,4.857,5191,0
39,0.074,1,0.11,1,0,0,0,0,2033,1,0,0,1,93.994,-36.4,4.857,5191,0
37,0.074,1,0.087,0,0,0,0,0,85,1,0,0,1,93.994,-36.4,4.857,5191,0
38,0.074,1,0.11,0,1,1,0,0,506,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.157,1,0.138,1,0,0,0,0,114,2,0,0,1,93.994,-36.4,4.857,5191,0
40,0.074,1,0.138,0,0,0,0,0,114,2,0,0,1,93.994,-36.4,4.857,5191,0
54,0.108,1,0.138,0,1,0,0,0,843,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.074,1,0.11,1,0,1,0,0,181,1,0,0,1,93.994,-36.4,4.857,5191,0
36,0.074,1,0.11,1,0,0,0,0,427,1,0,0,1,93.994,-36.4,4.857,5191,0
45,0.108,1,0.138,0,1,1,0,0,292,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.157,0,0.138,1,0,0,0,0,192,1,0,0,1,93.994,-36.4,4.857,5191,0
43,0.074,1,0.11,0,0,0,0,0,93,3,0,0,1,93.994,-36.4,4.857,5191,0
46,0.108,1,0.087,0,0,0,0,0,128,2,0,0,1,93.994,-36.4,4.857,5191,0
44,0.074,1,0.11,0,1,1,0,0,107,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.157,0,0.087,0,0,0,0,0,303,2,0,0,1,93.994,-36.4,4.857,5191,0
28,0.074,1,0.11,0,1,0,0,0,81,1,0,0,1,93.994,-36.4,4.857,5191,0
37,0.074,1,0.087,0,0,0,0,0,270,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.108,1,0.11,0,0,0,0,0,228,1,0,0,1,93.994,-36.4,4.857,5191,0
46,0.074,1,0.087,1,1,0,0,0,240,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.074,1,0.087,0,1,1,0,0,673,2,0,0,1,93.994,-36.4,4.857,5191,1
36,0.157,1,0.138,0,1,0,0,0,233,3,0,0,1,93.994,-36.4,4.857,5191,0
54,0.074,1,0.087,1,0,0,0,0,102,1,0,0,1,93.994,-36.4,4.857,5191,0
57,0.108,1,0.138,0,0,0,0,0,461,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.108,1,0.087,1,0,0,0,0,250,1,0,0,1,93.994,-36.4,4.857,5191,0
54,0.157,1,0.11,1,0,0,0,0,130,1,0,0,1,93.994,-36.4,4.857,5191,0
49,0.074,1,0.087,1,0,0,0,0,252,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.157,1,0.138,0,1,0,0,0,138,1,0,0,1,93.994,-36.4,4.857,5191,0
41,0.108,1,0.11,0,0,0,0,0,412,1,0,0,1,93.994,-36.4,4.857,5191,0
38,0.074,0,0.087,0,1,0,0,0,179,2,0,0,1,93.994,-36.4,4.857,5191,0
45,0.108,1,0.138,0,0,0,0,0,19,2,0,0,1,93.994,-36.4,4.857,5191,0
42,0.108,1,0.138,0,0,0,0,0,228,2,0,0,1,93.994,-36.4,4.857,5191,0
34,0.074,0,0.087,1,1,0,0,0,55,1,0,0,1,93.994,-36.4,4.857,5191,0
48,0.074,1,0.087,0,1,0,0,0,717,1,0,0,1,93.994,-36.4,4.857,5191,0
37,0.157,1,0.11,1,1,0,0,0,313,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.074,0,0.087,1,0,0,0,0,289,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.157,1,0.087,1,1,0,0,0,683,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.074,1,0.087,0,1,0,0,0,1077,1,0,0,1,93.994,-36.4,4.857,5191,0
33,0.074,1,0.11,0,0,0,0,0,146,2,0,0,1,93.994,-36.4,4.857,5191,0
32,0.074,0,0.087,0,0,0,0,0,167,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.074,1,0.11,0,1,0,0,0,356,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.157,1,0.138,0,0,0,0,0,277,1,0,0,1,93.994,-36.4,4.857,5191,0
44,0.074,1,0.087,0,1,0,0,0,172,1,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,0,0.138,1,0,0,0,0,218,1,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,0,0.138,1,1,1,0,0,217,1,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,1,0.11,0,0,0,0,0,67,1,0,0,1,93.994,-36.4,4.857,5191,0
36,0.074,0,0.087,0,0,0,0,0,291,1,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,0,0.138,1,1,0,0,0,248,1,0,0,1,93.994,-36.4,4.857,5191,0
36,0.157,0,0.087,0,1,0,0,0,256,1,0,0,1,93.994,-36.4,4.857,5191,0
55,0.108,1,0.138,0,0,0,0,0,286,1,0,0,1,93.994,-36.4,4.857,5191,0
59,0.157,1,0.138,0,0,0,0,0,477,1,0,0,1,93.994,-36.4,4.857,5191,0
57,0.157,1,0.138,1,0,0,0,0,611,2,0,0,1,93.994,-36.4,4.857,5191,0
39,0.074,1,0.11,1,1,0,0,0,471,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.108,1,0.087,1,1,0,0,0,381,2,0,0,1,93.994,-36.4,4.857,5191,0
30,0.074,0,0.138,0,1,0,0,0,251,1,0,0,1,93.994,-36.4,4.857,5191,0
30,0.074,0,0.138,0,1,1,0,0,408,1,0,0,1,93.994,-36.4,4.857,5191,0
50,0.108,1,0.087,1,0,0,0,0,287,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.074,1,0.11,0,0,0,0,0,322,3,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,1,0.11,0,1,0,0,0,216,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.108,1,0.138,1,0,0,0,0,366,2,0,0,1,93.994,-36.4,4.857,5191,0
36,0.074,0,0.087,1,1,0,0,0,210,1,0,0,1,93.994,-36.4,4.857,5191,0
46,0.108,1,0.087,1,1,0,0,0,288,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.108,1,0.087,0,0,0,0,0,168,1,0,0,1,93.994,-36.4,4.857,5191,0
58,0.157,1,0.138,0,0,0,0,0,132,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.108,1,0.138,0,0,0,0,0,64,2,0,0,1,93.994,-36.4,4.857,5191,0
35,0.157,0,0.138,0,0,0,0,0,209,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.157,1,0.087,1,0,0,0,0,410,3,0,0,1,93.994,-36.4,4.857,5191,0
45,0.074,1,0.087,0,1,1,0,0,177,1,0,0,1,93.994,-36.4,4.857,5191,0
39,0.157,1,0.11,0,1,0,0,0,580,2,0,0,1,93.994,-36.4,4.857,5191,0
50,0.074,1,0.11,0,1,0,0,0,165,1,0,0,1,93.994,-36.4,4.857,5191,0
32,0.108,1,0.087,1,1,0,0,0,127,2,0,0,1,93.994,-36.4,4.857,5191,0
39,0.157,1,0.11,1,0,0,0,0,357,1,0,0,1,93.994,-36.4,4.857,5191,0
52,0.108,1,0.138,1,0,0,0,0,175,1,0,0,1,93.994,-36.4,4.857,5191,0
44,0.157,1,0.11,0,1,0,0,0,300,1,0,0,1,93.994,-36.4,4.857,5191,0
56,0.074,1,0.087,0,0,0,0,0,136,1,0,0,1,93.994,-36.4,4.857,5191,0
48,0.157,1,0.11,0,0,0,0,0,125,2,0,0,1,93.994,-36.4,4.857,5191,0
33,0.074,1,0.11,1,0,1,0,0,189,2,0,0,1,93.994,-36.4,4.857,5191,0
43,0.108,1,0.138,1,0,1,0,0,213,3,0,0,1,93.994,-36.4,4.857,5191,0
57,0.157,1,0.11,0,0,0,0,0,238,2,0,0,1,93.994,-36.4,4.857,5191,0
36,0.108,0,0.11,0,0,0,0,0,124,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.108,1,0.138,0,1,0,0,0,18,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.074,0,0.087,0,0,0,0,0,730,2,0,0,1,93.994,-36.4,4.857,5191,0
30,0.108,1,0.138,1,0,0,0,0,40,1,0,0,1,93.994,-36.4,4.857,5191,0
33,0.074,1,0.138,0,0,0,0,0,181,2,0,0,1,93.994,-36.4,4.857,5191,0
32,0.108,0,0.11,0,0,0,0,0,79,1,0,0,1,93.994,-36.4,4.857,5191,0
36,0.108,0,0.11,0,1,0,0,0,142,2,0,0,1,93.994,-36.4,4.857,5191,0
36,0.074,0,0.11,0,0,1,0,0,389,1,0,0,1,93.994,-36.4,4.857,5191,0
33,0.074,0,0.11,0,0,0,0,0,702,1,0,0,1,93.994,-36.4,4.857,5191,0
40,0.108,1,0.11,0,0,0,0,0,151,1,0,0,1,93.994,-36.4,4.857,5191,0
41,0.074,1,0.087,0,1,0,0,0,211,1,0,0,1,93.994,-36.4,4.857,5191,0
51,0.074,1,0.087,0,1,0,0,0,117,1,0,0,1,93.994,-36.4,4.857,5191,0
36,0.108,1,0.11,0,1,0,0,0,232,3,0,0,1,93.994,-36.4,4.857,5191,0
28,0.074,1,0.138,0,0,0,0,0,408,2,0,0,1,93.994,-36.4,4.857,5191,0
53,0.074,1,0.11,0,1,1,0,0,370,3,0,0,1,93.994,-36.4,4.857,5191,0
58,0.074,1,0.087,1,1,0,0,0,179,2,0,0,1,93.994,-36.4,4.857,5191,0
45,0.108,1,0.087,0,0,1,0,0,46,1,0,0,1,93.994,-36.4,4.857,5191,0
43,0.108,1,0.138,0,1,0,0,0,200,1,0,0,1,93.994,-36.4,4.857,5191,0
33,0.157,1,0.11,0,0,1,0,0,50,1,0,0,1,93.994,-36.4,4.857,5191,0
33,0.157,1,0.11,0,0,1,0,0,181,1,0,0,1,93.994,-36.4,4.857,5191,0
27,0.074,0,0.087,0,0,1,0,0,119,1,0,0,1,93.994,-36.4,4.857,5191,0
42,0.108,1,0.11,0,0,0,0,0,361,1,0,0,1,93.994,-36.4,4.857,5191,0
43,0.157,1,0.087,0,0,0,0,0,73,3,0,0,1,93.994,-36.4,4.857,5191,0
42,0.157,1,0.138,0,0,0,0,0,67,2,0,0,1,93.994,-36.4,4.857,5191,0
27,0.074,0,0.087,0,0,0,0,0,350,1,0,0,1,93.994,-36.4,4.857,5191,0
34,0.108,0,0.138,0,1,0,0,0,150,2,0,0,1,93.994,-36.4,4.857,5191,0
31,0.157,0,0.138,1,0,0,0,0,332,2,0,0,1,93.994,-36.4,4.857,5191,0
54,0.108,1,0.138,0,0,0,0,0,611,2,0,0,1,93.994,-36.4,4.857,5191,0
40,0.108,1,0.087,1,0,0,0,0,58,3,0,0,1,93.994,-36.4,4.857,5191,0
52,0.157,1,0.11,1,1,0,0,0,151,1,0,0,1,93.994,-36.4,4.857,5191,0
47,0.108,1,0.138,0,0,0,0,0,89,2,0,0,1,93.994,-36.4,4.857,5191,0
49,0.108,1,0.087,1,0,0,0,0,152,1,0,0,1,93.994,-36.4,4.857,5191,0
32,0.157,0,0.11,0,0,0,0,0,611,2,0,0,1,93.994,-36.4,4.857,5191,0
49,0.108,0,0.11,1,1,1,0,0,110,2,0,0,1,93.994,-36.4,4.857,5191,0
50,0.074,1,0.087,1,0,0,0,0,463,1,0,0,1,93.994,-36.4,4.857,5191,0
